time,temp,rhum,prcp,snwd,wdir,wspd,wpgt,pres,tsun,cldc,coco
2025-11-04 22:00:00+00:00,13.8,88,0.0,,202,9.3,16.7,1002.5,0,8,7
2025-11-04 23:00:00+00:00,13.5,88,0.0,,208,7.4,14.8,1002.5,0,7,7
2025-11-05 00:00:00+00:00,13.2,89,0.0,,217,7.4,14.8,1002.7,0,8,4
2025-11-05 01:00:00+00:00,12.9,89,0.0,,224,7.4,14.8,1002.9,0,7,4
2025-11-05 02:00:00+00:00,12.8,89,0.0,,230,7.4,13.0,1003.0,0,7,4
2025-11-05 03:00:00+00:00,12.9,89,0.0,,228,5.5,13.0,1003.1,0,7,4
2025-11-05 04:00:00+00:00,13.0,87,0.0,,229,5.5,11.1,1002.8,0,7,4
2025-11-05 05:00:00+00:00,13.0,88,0.0,,234,5.5,9.3,1002.9,0,7,4
2025-11-05 06:00:00+00:00,13.2,88,0.0,,232,3.7,11.1,1002.8,0,8,4
2025-11-05 07:00:00+00:00,13.3,88,0.4,,213,3.7,11.1,1002.8,0,8,7
2025-11-05 08:00:00+00:00,13.2,92,0.4,,186,5.5,11.1,1002.8,0,8,7
2025-11-05 09:00:00+00:00,13.5,93,0.5,,179,5.5,13.0,1002.7,0,8,7
2025-11-05 10:00:00+00:00,13.8,96,0.5,,170,7.4,14.8,1002.9,0,8,7
2025-11-05 11:00:00+00:00,14.4,93,0.5,,178,9.3,16.7,1002.6,0,8,7
2025-11-05 12:00:00+00:00,14.9,91,0.6,,186,11.1,18.5,1002.4,0,8,7
2025-11-05 13:00:00+00:00,15.3,89,0.1,,187,11.1,22.2,1002.3,4,8,7
2025-11-05 14:00:00+00:00,15.7,86,0.1,,185,11.1,24.1,1002.3,4,8,7
2025-11-05 15:00:00+00:00,15.7,85,0.1,,185,11.1,24.1,1002.2,2,8,4
2025-11-05 16:00:00+00:00,15.7,84,0.0,,184,13.0,24.1,1001.9,0,7,4
2025-11-05 17:00:00+00:00,15.4,84,0.0,,182,11.1,22.2,1002.2,0,8,4
2025-11-05 18:00:00+00:00,14.6,87,0.0,,183,11.1,20.4,1002.4,0,8,4
2025-11-05 19:00:00+00:00,14.6,86,0.0,,185,11.1,20.4,1002.6,0,8,4
2025-11-05 20:00:00+00:00,14.6,86,0.0,,188,9.3,18.5,1002.9,0,8,4
2025-11-05 21:00:00+00:00,14.6,85,0.0,,192,9.3,18.5,1003.0,0,8,4
2025-11-05 22:00:00+00:00,14.4,87,0.0,,194,9.3,18.5,1003.1,0,8,4
2025-11-05 23:00:00+00:00,14.4,87,0.0,,197,9.3,16.7,1003.0,0,8,4
2025-11-06 00:00:00+00:00,14.2,88,0.0,,200,9.3,16.7,1002.9,0,8,4
2025-11-06 01:00:00+00:00,14.1,88,0.0,,198,9.3,16.7,1002.8,0,8,4
2025-11-06 02:00:00+00:00,13.8,89,0.0,,199,9.3,16.7,1002.7,0,8,4
2025-11-06 03:00:00+00:00,13.9,87,0.0,,199,9.3,16.7,1002.6,0,8,4
2025-11-06 04:00:00+00:00,13.7,87,0.0,,204,7.4,14.8,1002.5,0,8,4
2025-11-06 05:00:00+00:00,13.7,85,0.0,,213,7.4,13.0,1002.4,0,8,4
2025-11-06 06:00:00+00:00,13.5,85,0.0,,220,5.5,13.0,1002.4,0,7,4
2025-11-06 07:00:00+00:00,13.4,83,0.0,,221,7.4,13.0,1002.9,0,7,4
2025-11-06 08:00:00+00:00,13.3,84,0.0,,211,5.5,13.0,1003.3,1,6,4
2025-11-06 09:00:00+00:00,13.4,87,0.0,,205,7.4,13.0,1003.7,5,5,4
2025-11-06 10:00:00+00:00,13.1,94,0.0,,204,9.3,16.7,1003.6,13,4,3
2025-11-06 11:00:00+00:00,13.8,91,0.0,,203,9.3,18.5,1003.5,20,4,2
2025-11-06 12:00:00+00:00,14.4,88,0.0,,200,11.1,18.5,1003.6,21,4,2
2025-11-06 13:00:00+00:00,14.7,87,0.0,,199,11.1,20.4,1003.6,23,4,2
2025-11-06 14:00:00+00:00,14.8,87,0.0,,198,11.1,20.4,1003.6,21,4,2
2025-11-06 15:00:00+00:00,14.8,86,0.0,,197,9.3,18.5,1003.7,14,6,3
2025-11-06 16:00:00+00:00,14.2,87,0.0,,198,7.4,14.8,1003.7,6,4,4
2025-11-06 17:00:00+00:00,13.6,89,0.0,,205,7.4,14.8,1003.9,1,5,4
2025-11-06 18:00:00+00:00,12.6,93,0.0,,231,5.5,13.0,1004.1,0,7,4
2025-11-06 19:00:00+00:00,12.6,91,0.0,,249,5.5,13.0,1004.1,0,7,4
2025-11-06 20:00:00+00:00,12.6,91,0.0,,256,5.5,13.0,1004.2,0,7,4
2025-11-06 21:00:00+00:00,12.4,91,0.0,,259,5.5,13.0,1004.3,0,7,4
2025-11-06 22:00:00+00:00,11.8,96,0.0,,253,5.5,13.0,1004.3,0,7,4
2025-11-06 23:00:00+00:00,11.5,96,0.0,,248,7.4,13.0,1004.1,0,6,4
2025-11-07 00:00:00+00:00,11.2,96,0.0,,248,7.4,14.8,1003.9,0,7,4
2025-11-07 01:00:00+00:00,11.0,95,0.0,,249,7.4,13.0,1003.7,0,7,4
2025-11-07 02:00:00+00:00,10.9,95,0.0,,248,7.4,13.0,1003.5,0,7,4
2025-11-07 03:00:00+00:00,11.0,94,0.0,,238,5.5,13.0,1003.3,0,7,4
2025-11-07 04:00:00+00:00,11.0,92,0.0,,242,5.5,11.1,1003.0,0,7,4
2025-11-07 05:00:00+00:00,11.1,91,0.0,,245,5.5,11.1,1003.0,0,6,4
2025-11-07 06:00:00+00:00,11.0,91,0.0,,241,5.5,11.1,1003.2,0,7,4
2025-11-07 07:00:00+00:00,11.0,91,0.0,,238,5.5,11.1,1003.3,0,7,4
2025-11-07 08:00:00+00:00,11.0,92,0.0,,230,5.5,11.1,1003.5,1,7,4
2025-11-07 09:00:00+00:00,11.5,92,0.0,,215,5.5,11.1,1003.7,4,6,4
2025-11-07 10:00:00+00:00,11.9,94,0.0,,203,7.4,14.8,1003.8,11,5,3
2025-11-07 11:00:00+00:00,12.8,89,0.0,,191,7.4,14.8,1003.6,15,5,4
2025-11-07 12:00:00+00:00,13.4,87,0.0,,181,9.3,16.7,1003.6,18,6,4
2025-11-07 13:00:00+00:00,13.8,84,0.0,,168,9.3,16.7,1003.7,19,6,4
2025-11-07 14:00:00+00:00,13.7,85,0.0,,155,9.3,16.7,1003.6,17,6,4
2025-11-07 15:00:00+00:00,13.5,85,0.0,,141,7.4,16.7,1003.6,11,7,4
2025-11-07 16:00:00+00:00,13.2,86,0.0,,125,7.4,14.8,1003.5,3,7,4
2025-11-07 17:00:00+00:00,12.8,88,0.3,,111,7.4,14.8,1003.8,0,8,7
2025-11-07 18:00:00+00:00,12.3,91,0.3,,97,7.4,14.8,1004.1,0,8,7
2025-11-07 19:00:00+00:00,12.2,92,0.5,,89,7.4,14.8,1004.4,0,8,7
2025-11-07 20:00:00+00:00,12.2,92,0.5,,91,7.4,14.8,1004.7,0,8,7
2025-11-07 21:00:00+00:00,12.2,92,0.5,,92,7.4,14.8,1004.9,0,8,7
2025-11-07 22:00:00+00:00,12.2,94,0.0,,90,7.4,13.0,1005.2,0,8,4
2025-11-07 23:00:00+00:00,12.2,93,0.0,,100,7.4,13.0,1005.3,0,8,4
2025-11-08 00:00:00+00:00,12.1,93,0.0,,108,5.5,13.0,1005.5,0,7,4
2025-11-08 01:00:00+00:00,12.1,91,0.0,,121,5.5,13.0,1005.9,0,7,4
2025-11-08 02:00:00+00:00,12.0,91,0.0,,147,5.5,13.0,1006.3,0,7,4
2025-11-08 03:00:00+00:00,12.0,89,0.0,,155,5.5,11.1,1006.5,0,7,4
2025-11-08 04:00:00+00:00,11.8,89,0.0,,143,5.5,11.1,1006.7,0,8,4
2025-11-08 05:00:00+00:00,11.9,88,0.0,,135,3.7,9.3,1007.1,0,8,4
2025-11-08 06:00:00+00:00,11.9,88,0.0,,165,3.7,11.1,1007.6,0,8,4
2025-11-08 07:00:00+00:00,11.7,88,0.0,,195,3.7,11.1,1008.0,0,8,4
2025-11-08 08:00:00+00:00,11.6,90,0.0,,215,5.5,11.1,1008.5,1,8,4
2025-11-08 09:00:00+00:00,11.7,92,0.0,,213,5.5,13.0,1009.1,5,8,4
2025-11-08 10:00:00+00:00,12.0,91,0.0,,212,7.4,14.8,1009.3,13,7,4
2025-11-08 11:00:00+00:00,12.4,90,0.0,,214,9.3,16.7,1009.4,19,7,4
2025-11-08 12:00:00+00:00,13.0,85,0.0,,220,11.1,20.4,1009.6,24,6,4
2025-11-08 13:00:00+00:00,13.3,83,0.0,,227,13.0,22.2,1009.8,28,6,4
2025-11-08 14:00:00+00:00,13.5,80,0.0,,234,13.0,24.1,1010.2,29,6,4
2025-11-08 15:00:00+00:00,13.2,78,0.0,,239,13.0,22.2,1010.7,27,5,4
2025-11-08 16:00:00+00:00,12.3,79,0.0,,247,13.0,22.2,1011.0,20,4,3
2025-11-08 17:00:00+00:00,11.3,81,0.0,,249,11.1,20.4,1011.5,13,4,2
2025-11-08 18:00:00+00:00,10.4,82,0.0,,255,9.3,18.5,1012.1,0,3,2
2025-11-08 19:00:00+00:00,9.8,82,0.0,,259,9.3,16.7,1012.4,0,3,2
2025-11-08 20:00:00+00:00,9.1,84,0.0,,255,9.3,16.7,1012.8,0,3,1
2025-11-08 21:00:00+00:00,8.7,85,0.0,,253,9.3,16.7,1013.1,0,3,1
2025-11-08 22:00:00+00:00,8.4,84,0.0,,243,9.3,14.8,1012.8,0,3,1
2025-11-08 23:00:00+00:00,8.2,84,0.0,,238,7.4,14.8,1012.8,0,3,1
2025-11-09 00:00:00+00:00,8.0,85,0.0,,237,7.4,14.8,1012.7,0,3,2
2025-11-09 01:00:00+00:00,7.9,85,0.0,,234,7.4,14.8,1012.6,0,3,2
2025-11-09 02:00:00+00:00,7.9,84,0.0,,228,7.4,14.8,1012.3,0,3,2
2025-11-09 03:00:00+00:00,8.1,84,0.0,,224,7.4,13.0,1012.0,0,4,2
2025-11-09 04:00:00+00:00,8.5,83,0.0,,218,7.4,13.0,1011.6,0,4,2
2025-11-09 05:00:00+00:00,8.7,81,0.0,,219,7.4,13.0,1011.5,0,4,2
2025-11-09 06:00:00+00:00,8.7,83,0.0,,219,7.4,13.0,1011.3,0,5,2
2025-11-09 07:00:00+00:00,8.9,84,0.0,,214,7.4,14.8,1011.2,0,5,2
2025-11-09 08:00:00+00:00,8.9,85,0.0,,201,7.4,14.8,1011.1,2,5,2
2025-11-09 09:00:00+00:00,9.5,84,0.0,,195,7.4,14.8,1010.8,6,6,3
2025-11-09 10:00:00+00:00,9.7,88,0.0,,186,9.3,16.7,1010.7,9,4,4
2025-11-09 11:00:00+00:00,10.3,87,0.0,,185,11.1,20.4,1010.2,10,5,4
2025-11-09 12:00:00+00:00,10.9,86,0.0,,188,13.0,22.2,1009.7,10,7,4
2025-11-09 13:00:00+00:00,11.1,87,0.0,,188,13.0,24.1,1009.4,8,7,4
2025-11-09 14:00:00+00:00,11.3,88,0.0,,187,13.0,25.9,1009.0,4,7,4
2025-11-09 15:00:00+00:00,11.5,86,0.0,,186,13.0,24.1,1008.5,1,8,7
2025-11-09 16:00:00+00:00,11.4,88,0.1,,188,11.1,22.2,1008.2,0,7,7
2025-11-09 17:00:00+00:00,11.0,89,0.1,,186,11.1,20.4,1008.1,0,7,7
2025-11-09 18:00:00+00:00,10.9,89,0.1,,188,9.3,18.5,1007.9,0,8,7
2025-11-09 19:00:00+00:00,11.0,88,0.4,,186,9.3,16.7,1007.6,0,8,7
2025-11-09 20:00:00+00:00,11.1,88,0.4,,187,7.4,16.7,1007.3,0,8,7
2025-11-09 21:00:00+00:00,11.1,89,0.4,,188,7.4,14.8,1007.1,0,8,7
2025-11-09 22:00:00+00:00,11.2,91,0.4,,180,7.4,14.8,1006.6,0,8,7
2025-11-09 23:00:00+00:00,11.4,89,0.4,,180,7.4,14.8,1005.9,0,8,7
2025-11-10 00:00:00+00:00,11.4,89,0.4,,173,7.4,14.8,1005.3,0,8,7
2025-11-10 01:00:00+00:00,11.5,89,0.1,,167,7.4,14.8,1004.4,0,8,7
2025-11-10 02:00:00+00:00,11.7,88,0.1,,160,7.4,14.8,1003.5,0,8,7
2025-11-10 03:00:00+00:00,11.9,86,0.2,,151,7.4,14.8,1002.7,0,8,7
2025-11-10 04:00:00+00:00,11.7,88,0.1,,154,7.4,14.8,1001.9,0,8,7
2025-11-10 05:00:00+00:00,11.8,88,0.2,,164,7.4,14.8,1001.3,0,7,7
2025-11-10 06:00:00+00:00,11.8,87,0.2,,179,9.3,16.7,1001.0,0,7,7
2025-11-10 07:00:00+00:00,11.6,87,0.0,,188,9.3,16.7,1000.7,0,7,7
2025-11-10 08:00:00+00:00,11.4,87,0.0,,196,9.3,16.7,1000.7,4,6,4
2025-11-10 09:00:00+00:00,11.6,86,0.0,,201,9.3,18.5,1000.6,11,6,4
2025-11-10 10:00:00+00:00,11.9,87,0.0,,200,13.0,22.2,1000.5,22,5,4
2025-11-10 11:00:00+00:00,12.5,83,0.0,,204,14.8,24.1,1000.2,29,5,4
2025-11-10 12:00:00+00:00,12.8,80,0.0,,207,14.8,24.1,1000.0,31,5,4
2025-11-10 13:00:00+00:00,12.7,79,0.0,,209,14.8,25.9,1000.0,32,5,3
2025-11-10 14:00:00+00:00,12.5,78,0.0,,208,13.0,24.1,999.8,26,5,3
2025-11-10 15:00:00+00:00,12.2,78,0.0,,205,13.0,22.2,999.6,17,7,3
2025-11-10 16:00:00+00:00,12.0,79,0.0,,201,9.3,16.7,999.4,6,5,3
2025-11-10 17:00:00+00:00,11.2,81,0.0,,206,7.4,14.8,999.3,1,7,4
2025-11-10 18:00:00+00:00,9.8,87,0.0,,226,5.5,13.0,999.4,0,8,4
2025-11-10 19:00:00+00:00,9.6,87,0.0,,243,7.4,13.0,999.3,0,8,4
2025-11-10 20:00:00+00:00,9.4,88,0.0,,250,7.4,14.8,999.3,0,8,4
2025-11-10 21:00:00+00:00,9.0,89,0.0,,254,7.4,14.8,999.5,0,8,4
2025-11-10 22:00:00+00:00,8.5,91,0.0,,254,7.4,14.8,999.6,0,7,4
2025-11-10 23:00:00+00:00,8.1,91,0.0,,250,7.4,14.8,999.9,0,6,4
2025-11-11 00:00:00+00:00,7.7,91,0.0,,248,9.3,16.7,1000.2,0,5,4
2025-11-11 01:00:00+00:00,7.5,90,0.0,,246,9.3,16.7,1000.6,0,5,3
2025-11-11 02:00:00+00:00,7.2,89,0.0,,241,9.3,16.7,1000.9,0,4,2
2025-11-11 03:00:00+00:00,7.2,88,0.0,,234,7.4,14.8,1001.2,0,4,2
2025-11-11 04:00:00+00:00,7.4,86,0.0,,233,7.4,13.0,1001.2,0,5,2
2025-11-11 05:00:00+00:00,7.4,86,0.0,,230,7.4,13.0,1001.1,0,5,2
2025-11-11 06:00:00+00:00,7.4,87,0.0,,219,5.5,13.0,1001.0,0,6,2
2025-11-11 07:00:00+00:00,7.5,87,0.0,,211,5.5,13.0,1001.0,0,7,3
2025-11-11 08:00:00+00:00,7.5,88,0.0,,196,5.5,11.1,1000.9,0,8,4
2025-11-11 09:00:00+00:00,8.1,87,1.5,,183,5.5,13.0,1000.5,0,8,7
2025-11-11 10:00:00+00:00,8.2,90,0.3,,161,7.4,14.8,1000.3,0,7,7
2025-11-11 11:00:00+00:00,8.8,91,0.4,,151,9.3,16.7,999.3,0,8,7
2025-11-11 12:00:00+00:00,9.5,92,0.4,,158,11.1,20.4,998.3,0,8,7
2025-11-11 13:00:00+00:00,9.9,94,0.4,,162,13.0,22.2,997.5,0,8,7
2025-11-11 14:00:00+00:00,10.8,92,0.4,,172,14.8,25.9,996.9,0,8,7
2025-11-11 15:00:00+00:00,11.6,89,0.3,,178,14.8,27.8,996.3,0,8,7
2025-11-11 16:00:00+00:00,12.5,88,0.4,,182,16.7,29.6,995.3,0,8,7
2025-11-11 17:00:00+00:00,12.7,87,0.4,,179,16.7,29.6,995.1,0,8,7
2025-11-11 18:00:00+00:00,13.0,85,0.4,,177,18.5,29.6,994.6,0,8,7
2025-11-11 19:00:00+00:00,13.1,84,0.5,,176,18.5,31.5,994.2,0,8,7
2025-11-11 20:00:00+00:00,13.1,85,0.6,,181,20.4,31.5,993.9,0,8,7
2025-11-11 21:00:00+00:00,13.1,85,0.6,,188,20.4,33.3,993.4,0,8,7
2025-11-11 22:00:00+00:00,13.4,86,0.6,,193,20.4,31.5,993.3,0,8,7
2025-11-11 23:00:00+00:00,13.3,86,0.5,,197,20.4,33.3,993.3,0,7,7
2025-11-12 00:00:00+00:00,13.1,85,0.5,,202,20.4,33.3,993.4,0,7,7
2025-11-12 01:00:00+00:00,13.1,83,0.5,,208,18.5,31.5,993.9,0,7,7
2025-11-12 02:00:00+00:00,12.8,82,0.0,,212,18.5,29.6,994.4,0,6,4
2025-11-12 03:00:00+00:00,12.6,81,0.0,,214,16.7,27.8,994.9,0,5,4
2025-11-12 04:00:00+00:00,12.3,79,0.0,,217,14.8,25.9,995.0,0,4,3
2025-11-12 05:00:00+00:00,12.2,78,0.0,,217,14.8,24.1,995.7,0,4,2
2025-11-12 06:00:00+00:00,11.9,78,0.0,,217,13.0,24.1,996.1,0,6,2
2025-11-12 07:00:00+00:00,11.8,78,0.0,,217,13.0,22.2,996.7,0,5,3
2025-11-12 08:00:00+00:00,11.6,79,0.0,,216,13.0,22.2,997.3,2,5,2
2025-11-12 09:00:00+00:00,12.0,78,0.0,,219,11.1,20.4,997.8,6,4,2
2025-11-12 10:00:00+00:00,12.3,79,0.0,,218,13.0,22.2,997.7,11,4,2
2025-11-12 11:00:00+00:00,12.9,78,0.0,,217,13.0,24.1,997.8,15,4,2
2025-11-12 12:00:00+00:00,13.0,79,0.0,,220,13.0,22.2,997.9,18,4,2
2025-11-12 13:00:00+00:00,12.9,80,0.0,,221,11.1,20.4,998.2,18,4,2
2025-11-12 14:00:00+00:00,12.6,81,0.0,,226,11.1,18.5,998.5,15,5,2
2025-11-12 15:00:00+00:00,12.4,81,0.0,,228,7.4,14.8,998.7,11,5,3
2025-11-12 16:00:00+00:00,12.1,81,0.0,,235,5.5,11.1,998.8,5,4,4
2025-11-12 17:00:00+00:00,11.5,83,0.0,,289,5.5,11.1,998.9,1,6,7
2025-11-12 18:00:00+00:00,10.7,87,0.0,,326,5.5,11.1,999.0,0,7,7
2025-11-12 19:00:00+00:00,10.2,89,0.7,,351,7.4,13.0,999.3,0,8,7
2025-11-12 20:00:00+00:00,9.8,92,0.9,,356,7.4,14.8,999.4,0,8,8
2025-11-12 21:00:00+00:00,9.6,92,1.2,,358,9.3,18.5,999.5,0,8,8
2025-11-12 22:00:00+00:00,9.4,94,1.0,,357,9.3,16.7,999.6,0,7,8
2025-11-12 23:00:00+00:00,9.3,94,1.1,,8,9.3,16.7,999.3,0,8,9
2025-11-13 00:00:00+00:00,9.2,95,1.1,,12,11.1,20.4,999.0,0,8,9
2025-11-13 01:00:00+00:00,9.2,97,1.7,,11,11.1,20.4,998.4,0,8,9
2025-11-13 02:00:00+00:00,9.3,98,1.7,,15,11.1,20.4,998.2,0,8,9
2025-11-13 03:00:00+00:00,9.3,98,1.7,,18,11.1,20.4,998.0,0,8,9
2025-11-13 04:00:00+00:00,9.7,94,0.8,,29,11.1,22.2,997.2,0,8,9
2025-11-13 05:00:00+00:00,9.6,97,0.8,,34,13.0,22.2,997.5,0,8,9
2025-11-13 06:00:00+00:00,9.1,100,0.8,,27,13.0,22.2,998.2,0,8,9
2025-11-13 07:00:00+00:00,9.0,99,1.6,,24,13.0,22.2,999.3,0,8,9
2025-11-13 08:00:00+00:00,9.0,97,1.7,,27,14.8,24.1,1000.7,0,8,9
2025-11-13 09:00:00+00:00,8.9,97,1.7,,25,14.8,25.9,1002.1,0,8,9
2025-11-13 10:00:00+00:00,9.0,92,1.7,,25,16.7,29.6,1003.5,0,8,8
2025-11-13 11:00:00+00:00,9.1,88,1.6,,30,18.5,29.6,1004.8,0,8,8
2025-11-13 12:00:00+00:00,8.7,88,1.6,,29,16.7,29.6,1006.1,0,8,8
2025-11-13 13:00:00+00:00,8.4,87,0.5,,30,16.7,29.6,1007.0,0,8,7
2025-11-13 14:00:00+00:00,8.4,85,0.5,,32,14.8,25.9,1007.7,0,8,7
2025-11-13 15:00:00+00:00,8.3,84,0.4,,33,14.8,24.1,1008.3,0,8,7
2025-11-13 16:00:00+00:00,8.1,84,0.4,,31,13.0,24.1,1008.9,0,8,7
2025-11-13 17:00:00+00:00,7.8,86,0.4,,32,13.0,24.1,1009.3,0,8,7
2025-11-13 18:00:00+00:00,7.6,87,0.4,,34,13.0,22.2,1009.6,0,8,7
2025-11-13 19:00:00+00:00,7.4,88,0.4,,32,13.0,24.1,1010.1,0,8,7
2025-11-13 20:00:00+00:00,7.0,91,0.4,,30,13.0,24.1,1010.6,0,8,7
2025-11-13 21:00:00+00:00,6.9,92,0.4,,29,14.8,24.1,1011.0,0,8,7
2025-11-13 22:00:00+00:00,6.8,91,0.4,,37,14.8,25.9,1011.7,0,8,7
2025-11-13 23:00:00+00:00,6.7,92,0.4,,39,16.7,27.8,1011.8,0,8,7
2025-11-14 00:00:00+00:00,6.6,91,0.4,,40,18.5,29.6,1011.8,0,8,7
2025-11-14 01:00:00+00:00,6.6,91,0.4,,39,18.5,29.6,1011.9,0,8,7
2025-11-14 02:00:00+00:00,6.6,91,0.4,,42,18.5,29.6,1011.9,0,8,7
2025-11-14 03:00:00+00:00,6.7,88,0.4,,42,16.7,29.6,1011.8,0,8,8
2025-11-14 04:00:00+00:00,6.5,88,0.8,,43,18.5,29.6,1011.7,0,8,7
2025-11-14 05:00:00+00:00,6.5,87,0.7,,44,18.5,29.6,1011.9,0,8,7
2025-11-14 06:00:00+00:00,6.6,86,0.7,,47,18.5,31.5,1011.9,0,8,7
2025-11-14 07:00:00+00:00,6.5,85,0.2,,49,20.4,31.5,1012.2,0,8,7
2025-11-14 08:00:00+00:00,6.7,84,0.2,,51,20.4,31.5,1012.1,0,8,7
2025-11-14 09:00:00+00:00,7.1,81,0.2,,51,22.2,35.2,1012.1,0,8,7
2025-11-14 10:00:00+00:00,7.5,80,0.2,,49,22.2,37.0,1012.3,0,8,7
2025-11-14 11:00:00+00:00,8.1,76,0.2,,50,24.1,38.9,1012.4,1,8,7
2025-11-14 12:00:00+00:00,8.3,74,0.2,,50,25.9,40.8,1012.2,1,8,7
2025-11-14 13:00:00+00:00,8.3,73,0.1,,50,27.8,42.6,1012.1,0,8,7
2025-11-14 14:00:00+00:00,8.3,71,0.1,,52,27.8,44.5,1012.0,0,8,7
2025-11-14 15:00:00+00:00,8.0,71,0.1,,53,27.8,44.5,1011.7,0,8,7
2025-11-14 16:00:00+00:00,8.0,70,0.1,,55,29.6,46.3,1011.8,0,7,7
2025-11-14 17:00:00+00:00,8.0,70,0.1,,59,29.6,48.2,1012.0,0,6,7
2025-11-14 18:00:00+00:00,7.9,71,0.1,,62,29.6,50.0,1012.0,0,8,7
2025-11-14 19:00:00+00:00,7.5,74,0.2,,64,31.5,50.0,1012.6,0,8,7
2025-11-14 20:00:00+00:00,7.3,75,0.2,,64,29.6,48.2,1013.1,0,8,7
2025-11-14 21:00:00+00:00,7.4,76,0.2,,63,31.5,50.0,1013.2,0,8,7
2025-11-14 22:00:00+00:00,7.6,75,0.2,,62,29.6,48.2,1013.4,0,8,7
2025-11-14 23:00:00+00:00,7.6,76,0.2,,63,29.6,48.2,1013.8,0,8,7
2025-11-15 00:00:00+00:00,7.5,77,0.2,,61,29.6,46.3,1013.9,0,8,7
2025-11-15 01:00:00+00:00,7.6,78,0.0,,60,27.8,44.5,1014.1,0,8,7
2025-11-15 02:00:00+00:00,7.8,77,0.7,,60,27.8,44.5,1014.2,0,8,7
2025-11-15 03:00:00+00:00,8.1,76,0.0,,58,25.9,40.8,1014.2,0,8,7
2025-11-15 04:00:00+00:00,7.6,80,0.3,,61,24.1,38.9,1014.3,0,8,7
2025-11-15 05:00:00+00:00,7.8,79,0.3,,61,24.1,38.9,1014.6,0,8,7
2025-11-15 06:00:00+00:00,8.1,79,0.3,,62,24.1,37.0,1014.7,0,8,7
2025-11-15 07:00:00+00:00,8.2,79,0.3,,63,24.1,37.0,1015.1,0,8,7
2025-11-15 08:00:00+00:00,8.4,80,0.3,,63,24.1,35.2,1015.4,0,8,7
2025-11-15 09:00:00+00:00,8.7,81,0.3,,63,22.2,37.0,1015.7,0,8,7
2025-11-15 10:00:00+00:00,8.6,83,0.3,,62,22.2,37.0,1015.8,0,8,7
2025-11-15 11:00:00+00:00,9.2,82,0.3,,63,22.2,35.2,1015.8,0,8,7
2025-11-15 12:00:00+00:00,9.5,80,0.3,,64,20.4,33.3,1015.7,0,8,7
2025-11-15 13:00:00+00:00,9.5,80,0.1,,65,18.5,31.5,1015.4,0,8,7
2025-11-15 14:00:00+00:00,9.7,78,0.1,,63,18.5,31.5,1015.3,0,8,7
2025-11-15 15:00:00+00:00,9.5,78,0.1,,60,18.5,29.6,1015.2,0,8,7
2025-11-15 16:00:00+00:00,9.4,75,0.1,,57,16.7,27.8,1015.3,0,8,7
2025-11-15 17:00:00+00:00,9.1,75,0.1,,53,16.7,27.8,1015.4,0,7,7
2025-11-15 18:00:00+00:00,8.4,77,0.1,,50,14.8,27.8,1015.7,0,8,7
2025-11-15 19:00:00+00:00,8.2,77,0.2,,46,14.8,25.9,1015.8,0,8,4
2025-11-15 20:00:00+00:00,8.0,78,0.0,,43,14.8,24.1,1015.9,0,7,4
2025-11-15 21:00:00+00:00,7.6,79,0.0,,39,13.0,24.1,1016.0,0,7,4
2025-11-15 22:00:00+00:00,6.9,80,0.0,,36,13.0,22.2,1016.1,0,6,4
2025-11-15 23:00:00+00:00,6.7,80,0.0,,34,11.1,22.2,1015.9,0,6,4
2025-11-16 00:00:00+00:00,6.5,80,0.0,,29,11.1,22.2,1015.7,0,7,4
2025-11-16 01:00:00+00:00,6.3,80,0.0,,21,11.1,20.4,1015.7,0,7,4
2025-11-16 02:00:00+00:00,5.9,81,0.0,,17,9.3,18.5,1015.6,0,7,4
2025-11-16 03:00:00+00:00,5.9,81,0.0,,10,9.3,18.5,1015.7,0,7,4
2025-11-16 04:00:00+00:00,5.9,79,0.0,,3,9.3,16.7,1015.6,0,7,4
2025-11-16 05:00:00+00:00,5.8,79,0.0,,358,7.4,16.7,1015.6,0,7,4
2025-11-16 06:00:00+00:00,5.6,81,0.0,,351,7.4,16.7,1015.7,0,7,4
2025-11-16 07:00:00+00:00,5.5,80,0.0,,345,7.4,16.7,1015.8,0,7,4
2025-11-16 08:00:00+00:00,5.4,80,0.0,,337,7.4,16.7,1016.1,0,7,4
2025-11-16 09:00:00+00:00,5.9,79,0.0,,335,9.3,16.7,1016.1,2,7,4
2025-11-16 10:00:00+00:00,6.4,77,0.0,,323,9.3,18.5,1015.7,6,7,4
2025-11-16 11:00:00+00:00,7.3,73,0.0,,326,9.3,18.5,1016.0,10,8,4
2025-11-16 12:00:00+00:00,7.6,71,0.0,,323,11.1,20.4,1015.9,13,7,4
2025-11-16 13:00:00+00:00,7.8,69,0.0,,322,11.1,20.4,1015.9,15,7,4
2025-11-16 14:00:00+00:00,7.8,68,0.0,,318,11.1,20.4,1015.9,16,6,4
2025-11-16 15:00:00+00:00,7.6,68,0.0,,317,11.1,20.4,1015.9,15,6,4
2025-11-16 16:00:00+00:00,7.1,70,0.0,,316,11.1,22.2,1016.0,10,5,4
2025-11-16 17:00:00+00:00,6.5,74,0.0,,312,13.0,24.1,1016.4,4,5,4
2025-11-16 18:00:00+00:00,5.8,76,0.0,,311,13.0,24.1,1016.7,0,6,4
