temperature_midi,humidity_midi,wind_midi,wind_norm,pressure_midi,rain_hits
67.0,57.0,46.23076923076923,0.6475,43.0,1
66.6923076923077,57.0,45.61538461538461,0.6475,44.07692307692308,0
64.38461538461539,57.92307692307692,40.69230769230769,0.4175,46.53846153846154,0
64.92307692307692,56.23076923076923,38.61538461538461,0.2325,48.84615384615385,0
64.23076923076923,59.0,38.84615384615385,0.37,47.23076923076923,0
65.92307692307692,58.07692307692308,41.61538461538461,0.4625,46.69230769230769,0
65.61538461538461,58.53846153846154,40.69230769230769,0.37,45.0,0
65.84615384615384,58.38461538461539,40.84615384615385,0.4175,45.30769230769231,6
64.3076923076923,59.07692307692308,42.76923076923077,0.4625,47.0,12
63.69230769230769,58.69230769230769,38.15384615384615,0.2325,47.0,0
64.07692307692308,56.53846153846154,39.38461538461539,0.325,47.0,0
64.15384615384616,58.23076923076923,38.0,0.185,47.0,0
65.53846153846153,58.23076923076923,39.53846153846154,0.325,47.0,0
65.0,59.0,38.61538461538461,0.2325,46.07692307692308,0
66.53846153846153,58.07692307692308,41.38461538461539,0.4175,45.0,0
65.0,58.53846153846154,40.84615384615385,0.5549999999999999,45.0,0
67.0,57.0,47.53846153846154,0.8324999999999999,43.46153846153846,1
65.46153846153847,56.69230769230769,47.92307692307692,0.8324999999999999,41.38461538461539,1
65.46153846153847,56.23076923076923,47.07692307692308,0.8324999999999999,43.0,0
65.92307692307692,57.46153846153846,51.53846153846154,1.0,41.38461538461539,10
65.3076923076923,58.23076923076923,47.07692307692308,0.9724999999999999,40.0,13
64.6923076923077,56.23076923076923,48.69230769230769,0.8324999999999999,40.0,1
64.23076923076923,58.38461538461539,41.07692307692308,0.5549999999999999,41.15384615384615,0
64.6923076923077,56.53846153846154,42.30769230769231,0.4625,43.0,0
64.23076923076923,58.53846153846154,41.23076923076923,0.5549999999999999,43.0,0
65.0,57.0,46.92307692307692,0.7875,43.0,2
64.15384615384616,57.0,45.0,0.6025,43.0,1
65.46153846153847,57.76923076923077,47.0,0.74,43.0,5
67.0,57.30769230769231,47.69230769230769,0.8800000000000001,43.0,0
67.46153846153847,55.92307692307692,46.0,0.925,44.23076923076923,0
65.92307692307692,58.23076923076923,39.38461538461539,0.325,45.92307692307692,0
66.38461538461539,58.15384615384615,38.61538461538461,0.27749999999999997,47.0,0
65.76923076923077,59.15384615384615,38.92307692307692,0.325,48.38461538461539,0
65.0,59.15384615384615,38.46153846153846,0.27749999999999997,47.0,0
65.92307692307692,58.23076923076923,39.53846153846154,0.325,47.0,0
65.07692307692308,58.69230769230769,39.84615384615385,0.27749999999999997,47.0,0
66.76923076923077,56.53846153846154,39.53846153846154,0.27749999999999997,46.07692307692308,0
64.53846153846153,58.38461538461539,39.23076923076923,0.27749999999999997,45.0,0
65.92307692307692,57.15384615384615,40.0,0.325,45.15384615384615,0
64.23076923076923,57.92307692307692,39.69230769230769,0.27749999999999997,47.0,0
65.61538461538461,55.76923076923077,44.46153846153846,0.6950000000000001,45.30769230769231,0
67.0,57.46153846153846,48.38461538461539,0.7875,43.30769230769231,3
65.84615384615384,58.69230769230769,44.92307692307692,0.7875,40.69230769230769,12
64.46153846153847,56.53846153846154,45.76923076923077,0.74,42.53846153846154,0
64.0,56.38461538461539,42.76923076923077,0.6025,44.69230769230769,1
64.0,55.92307692307692,43.0,0.4625,46.84615384615385,0
65.0,57.61538461538461,40.92307692307692,0.37,45.46153846153846,0
